show_id,release_year,date_added,year_difference
s4734,2012,2018-08-02,6.0
s4735,2015,2018-08-02,3.0
s4736,2012,2018-08-02,6.0
s4737,2011,2018-08-02,7.0
s4738,2005,2018-08-02,13.0
s4739,2018,2018-08-01,0.0
s4740,2018,2018-08-01,0.0
s4741,2017,2018-08-01,1.0
s4742,2018,2018-08-01,0.0
s4743,2018,2018-08-01,0.0
s4744,2018,2018-07-30,0.0
s4745,2018,2018-07-30,0.0
s4746,2005,2018-07-28,13.0
s4747,2012,2018-07-28,6.0
s4748,2007,2018-07-28,11.0
s4749,2017,2018-07-28,1.0
s4750,2018,2018-07-27,0.0
s4751,2018,2018-07-27,0.0
s4752,2018,2018-07-27,0.0
s4753,2018,2018-07-27,0.0
s4754,2018,2018-07-27,0.0
s4755,2018,2018-07-27,0.0
s4756,2018,2018-07-25,0.0
s4757,2018,2018-07-24,0.0
s4758,2018,2018-07-24,0.0
s4759,2018,2018-07-20,0.0
s4760,2018,2018-07-20,0.0
s4761,2018,2018-07-20,0.0
s4762,2018,2018-07-20,0.0
s4763,2018,2018-07-20,0.0
s4764,2018,2018-07-20,0.0
s4765,2018,2018-07-20,0.0
s4766,2018,2018-07-20,0.0
s4767,2018,2018-07-19,0.0
s4768,2018,2018-07-18,0.0
s4769,2018,2018-07-18,0.0
s4770,2018,2018-07-18,0.0
s4771,2018,2018-07-15,0.0
s4772,2018,2018-07-15,0.0
s4773,2018,2018-07-14,0.0
s4774,2018,2018-07-13,0.0
s4775,2018,2018-07-13,0.0
s4776,2018,2018-07-13,0.0
s4777,2017,2018-07-11,1.0
s4778,2018,2018-07-10,0.0
s4779,2018,2018-07-10,0.0
s4780,2018,2018-07-08,0.0
s4781,2018,2018-07-06,0.0
s4782,2018,2018-07-06,0.0
s4783,2018,2018-07-06,0.0
s4784,2018,2018-07-06,0.0
s4785,2018,2018-07-06,0.0
s4786,2013,2018-07-04,5.0
s4787,2012,2018-07-03,6.0
s4788,2012,2018-07-03,6.0
s4789,2012,2018-07-03,6.0
s4790,2018,2018-07-02,0.0
s4791,2006,2018-07-01,12.0
s4792,2013,2018-07-01,5.0
s4793,2003,2018-07-01,15.0
s4794,2013,2018-07-01,5.0
s4795,2018,2018-07-01,0.0
s4796,2010,2018-07-01,8.0
s4797,2018,2018-07-01,0.0
s4798,2007,2018-07-01,11.0
s4799,2017,2018-07-01,1.0
s4800,2015,2018-07-01,3.0
s4801,2010,2018-07-01,8.0
s4802,2017,2018-07-01,1.0
s4803,2018,2018-07-01,0.0
s4804,2012,2018-06-30,6.0
s4805,2017,2018-06-30,1.0
s4806,2017,2018-06-30,1.0
s4807,2018,2018-06-29,0.0
s4808,2018,2018-06-29,0.0
s4809,2018,2018-06-29,0.0
s4810,2018,2018-06-29,0.0
s4811,2018,2018-06-29,0.0
s4812,2018,2018-06-29,0.0
s4813,2018,2018-06-29,0.0
s4814,2017,2018-06-26,1.0
s4815,2018,2018-06-26,0.0
s4816,2018,2018-06-25,0.0
s4817,2014,2018-06-25,4.0
s4818,2018,2018-06-24,0.0
s4819,2018,2018-06-23,0.0
s4820,2016,2018-06-22,2.0
s4821,2018,2018-06-22,0.0
s4822,2018,2018-06-22,0.0
s4823,2018,2018-06-22,0.0
s4824,2018,2018-06-19,0.0
s4825,2018,2018-06-18,0.0
s4826,2018,2018-06-15,0.0
s4827,2018,2018-06-15,0.0
s4828,2017,2018-06-15,1.0
s4829,2018,2018-06-15,0.0
s4830,2017,2018-06-15,1.0
s4831,2017,2018-06-15,1.0
s4832,2018,2018-06-15,0.0
s4833,2018,2018-06-15,0.0
s4834,2018,2018-06-08,0.0
s4835,2018,2018-06-08,0.0
s4836,2018,2018-06-08,0.0
s4837,2018,2018-06-08,0.0
s4838,2017,2018-06-07,1.0
s4839,2008,2018-06-02,10.0
s4840,2017,2018-06-01,1.0
s4841,2017,2018-06-01,1.0
s4842,2018,2018-06-01,0.0
s4843,2018,2018-06-01,0.0
s4844,2015,2018-06-01,3.0
s4845,2019,2018-05-30,-1.0
s4846,2019,2018-05-29,-1.0
s4847,2018,2018-05-27,0.0
s4848,2018,2018-05-26,0.0
s4849,2018,2018-05-26,0.0
s4850,2018,2018-05-25,0.0
s4851,2018,2018-05-25,0.0
s4852,2018,2018-05-25,0.0
s4853,2018,2018-05-25,0.0
s4854,2018,2018-05-22,0.0
s4855,2018,2018-05-22,0.0
s4856,2018,2018-05-18,0.0
s4857,2018,2018-05-18,0.0
s4858,2017,2018-05-18,1.0
s4859,2007,2018-05-17,11.0
s4860,2017,2018-05-16,1.0
s4861,2018,2018-05-15,0.0
s4862,1979,2018-05-15,39.0
s4863,2009,2018-05-15,9.0
s4864,2018,2018-05-13,0.0
s4865,2017,2018-05-12,1.0
s4866,2018,2018-05-11,0.0
s4867,2018,2018-05-11,0.0
s4868,2018,2018-05-11,0.0
s4869,2018,2018-05-11,0.0
s4870,2018,2018-05-11,0.0
s4871,2018,2018-05-08,0.0
s4872,2007,2018-05-07,11.0
s4873,2018,2018-05-05,0.0
s4874,2018,2018-05-05,0.0
s4875,2018,2018-05-04,0.0
s4876,2018,2018-05-04,0.0
s4877,2018,2018-05-04,0.0
s4878,2018,2018-05-04,0.0
s4879,2018,2018-05-04,0.0
s4880,2018,2018-05-04,0.0
s4881,2018,2018-05-04,0.0
s4882,2017,2018-05-04,1.0
s4883,2017,2018-05-04,1.0
s4884,2018,2018-05-03,0.0
s4885,2017,2018-05-02,1.0
s4886,2017,2018-05-01,1.0
s4887,2017,2018-05-01,1.0
s4888,2017,2018-05-01,1.0
s4889,2018,2018-05-01,0.0
s4890,2017,2018-05-01,1.0
s4891,2018,2018-05-01,0.0
s4892,2018,2018-05-01,0.0
s4893,2015,2018-05-01,3.0
s4894,2008,2018-05-01,10.0
s4895,2015,2018-05-01,3.0
s4896,2015,2018-05-01,3.0
s4897,2014,2018-05-01,4.0
s4898,2016,2018-05-01,2.0
s4899,2016,2018-05-01,2.0
s4900,2016,2018-05-01,2.0
s4901,2017,2018-05-01,1.0
s4902,2017,2018-05-01,1.0
s4903,2017,2018-05-01,1.0
s4904,2017,2018-04-30,1.0
s4905,2017,2018-04-30,1.0
s4906,2017,2018-04-30,1.0
s4907,2018,2018-04-27,0.0
s4908,2018,2018-04-27,0.0
s4909,2016,2018-04-27,2.0
s4910,2017,2018-04-27,1.0
s4911,2016,2018-04-27,2.0
s4912,2018,2018-04-27,0.0
s4913,2018,2018-04-27,0.0
s4914,2016,2018-04-27,2.0
s4915,2016,2018-04-27,2.0
s4916,2018,2018-04-26,0.0
s4917,2017,2018-04-25,1.0
s4918,2018,2018-04-25,0.0
s4919,2018,2018-04-25,0.0
s4920,2018,2018-04-24,0.0
s4921,2018,2018-04-20,0.0
s4922,2018,2018-04-20,0.0
s4923,2018,2018-04-20,0.0
s4924,2017,2018-04-19,1.0
s4925,2017,2018-04-19,1.0
s4926,2018,2018-04-17,0.0
s4927,2018,2018-04-17,0.0
s4928,2017,2018-04-15,1.0
s4929,2018,2018-04-13,0.0
s4930,2018,2018-04-13,0.0
s4931,2018,2018-04-13,0.0
s4932,2017,2018-04-12,1.0
s4933,2018,2018-04-10,0.0
s4934,2017,2018-04-09,1.0
s4935,2018,2018-04-06,0.0
s4936,2018,2018-04-06,0.0
s4937,2017,2018-04-06,1.0
s4938,2018,2018-04-06,0.0
s4939,2018,2018-04-06,0.0
s4940,2017,2018-04-06,1.0
s4941,2018,2018-04-06,0.0
s4942,2018,2018-04-06,0.0
s4943,2017,2018-04-06,1.0
s4944,2018,2018-04-05,0.0
s4945,2018,2018-04-03,0.0
s4946,2017,2018-04-03,1.0
s4947,1993,2018-04-02,25.0
s4948,2017,2018-04-01,1.0
s4949,2009,2018-04-01,9.0
s4950,2017,2018-04-01,1.0
s4951,2012,2018-04-01,6.0
s4952,2017,2018-04-01,1.0
s4953,2004,2018-04-01,14.0
s4954,2016,2018-04-01,2.0
s4955,2007,2018-04-01,11.0
s4956,2005,2018-04-01,13.0
s4957,2000,2018-04-01,18.0
s4958,2017,2018-03-31,1.0
s4959,2017,2018-03-31,1.0
s4960,2018,2018-03-30,0.0
s4961,2018,2018-03-30,0.0
s4962,2018,2018-03-30,0.0
s4963,2018,2018-03-30,0.0
s4964,2018,2018-03-30,0.0
s4965,2018,2018-03-30,0.0
s4966,2009,2018-03-30,9.0
s4967,2006,2018-03-30,12.0
s4968,2018,2018-03-30,0.0
s4969,2018,2018-03-27,0.0
s4970,2016,2018-03-26,2.0
s4971,2018,2018-03-23,0.0
s4972,2016,2018-03-23,2.0
s4973,2018,2018-03-23,0.0
s4974,2018,2018-03-23,0.0
s4975,2018,2018-03-23,0.0
s4976,2017,2018-03-23,1.0
s4977,2018,2018-03-20,0.0
s4978,2018,2018-03-16,0.0
s4979,2018,2018-03-16,0.0
s4980,2018,2018-03-16,0.0
s4981,2018,2018-03-16,0.0
s4982,2018,2018-03-16,0.0
s4983,2016,2018-03-15,2.0
s4984,2016,2018-03-15,2.0
s4985,2016,2018-03-15,2.0
s4986,2017,2018-03-15,1.0
s4987,2017,2018-03-15,1.0
s4988,2018,2018-03-14,0.0
s4989,2017,2018-03-13,1.0
s4990,2018,2018-03-13,0.0
s4991,2018,2018-03-13,0.0
s4992,2018,2018-03-09,0.0
s4993,2018,2018-03-09,0.0
s4994,2018,2018-03-09,0.0
s4995,2018,2018-03-08,0.0
s4996,2018,2018-03-08,0.0
s4997,2017,2018-03-07,1.0
s4998,2017,2018-03-06,1.0
s4999,2018,2018-03-06,0.0
s5000,2017,2018-03-04,1.0
s5001,2018,2018-03-02,0.0
s5002,2018,2018-03-02,0.0
s5003,2018,2018-03-02,0.0
s5004,2017,2018-03-02,1.0
s5005,2017,2018-03-01,1.0
s5006,2018,2018-03-01,0.0
s5007,2018,2018-03-01,0.0
s5008,1998,2018-03-01,20.0
s5009,2007,2018-03-01,11.0
s5010,2017,2018-03-01,1.0
s5011,2016,2018-03-01,2.0
s5012,2016,2018-03-01,2.0
s5013,2017,2018-03-01,1.0
s5014,2017,2018-03-01,1.0
s5015,2004,2018-03-01,14.0
s5016,2014,2018-03-01,4.0
s5017,2014,2018-03-01,4.0
s5018,2014,2018-03-01,4.0
s5019,2008,2018-03-01,10.0
s5020,2004,2018-03-01,14.0
s5021,2016,2018-03-01,2.0
s5022,2004,2018-03-01,14.0
s5023,2017,2018-02-28,1.0
s5024,2018,2018-02-27,0.0
s5025,2018,2018-02-27,0.0
s5026,2017,2018-02-25,1.0
s5027,2016,2018-02-23,2.0
s5028,2018,2018-02-23,0.0
s5029,2018,2018-02-23,0.0
s5030,2018,2018-02-23,0.0
s5031,2017,2018-02-22,1.0
s5032,2017,2018-02-21,1.0
s5033,2017,2018-02-20,1.0
s5034,2017,2018-02-19,1.0
s5035,2018,2018-02-16,0.0
s5036,2018,2018-02-16,0.0
s5037,2018,2018-02-16,0.0
s5038,2018,2018-02-16,0.0
s5039,2017,2018-02-15,1.0
s5040,2018,2018-02-14,0.0
s5041,2018,2018-02-14,0.0
s5042,2018,2018-02-09,0.0
s5043,2018,2018-02-09,0.0
s5044,2018,2018-02-09,0.0
s5045,2018,2018-02-09,0.0
s5046,2018,2018-02-06,0.0
s5047,2017,2018-02-06,1.0
s5048,2018,2018-02-05,0.0
s5049,2018,2018-02-02,0.0
s5050,2018,2018-02-02,0.0
s5051,2017,2018-02-02,1.0
s5052,2017,2018-02-02,1.0
s5053,2017,2018-02-01,1.0
s5054,2017,2018-02-01,1.0
s5055,2016,2018-02-01,2.0
s5056,2017,2018-01-31,1.0
s5057,1998,2018-01-30,20.0
s5058,2016,2018-01-30,2.0
s5059,2017,2018-01-29,1.0
s5060,2018,2018-01-26,0.0
s5061,2018,2018-01-26,0.0
s5062,2018,2018-01-26,0.0
s5063,2018,2018-01-26,0.0
s5064,2018,2018-01-26,0.0
s5065,2017,2018-01-25,1.0
s5066,2017,2018-01-24,1.0
s5067,2018,2018-01-24,0.0
s5068,2018,2018-01-23,0.0
s5069,2017,2018-01-22,1.0
s5070,2018,2018-01-22,0.0
s5071,2017,2018-01-20,1.0
s5072,2018,2018-01-19,0.0
s5073,2018,2018-01-19,0.0
s5074,2018,2018-01-19,0.0
s5075,2017,2018-01-18,1.0
s5076,2017,2018-01-18,1.0
s5077,2018,2018-01-17,0.0
s5078,2017,2018-01-17,1.0
s5079,2018,2018-01-16,0.0
s5080,1980,2018-01-15,38.0
s5081,1986,2018-01-15,32.0
s5082,2017,2018-01-15,1.0
s5083,2018,2018-01-12,0.0
s5084,2017,2018-01-12,1.0
s5085,2018,2018-01-12,0.0
s5086,2017,2018-01-12,1.0
s5087,2018,2018-01-12,0.0
s5088,2018,2018-01-10,0.0
s5089,2017,2018-01-09,1.0
s5090,2016,2018-01-08,2.0
s5091,2017,2018-01-06,1.0
s5092,2016,2018-01-05,2.0
s5093,2018,2018-01-05,0.0
s5094,2017,2018-01-02,1.0
s5095,2017,2018-01-01,1.0
s5096,2003,2018-01-01,15.0
s5097,2010,2018-01-01,8.0
s5098,2018,2018-01-01,0.0
s5099,2000,2018-01-01,18.0
s5100,2017,2018-01-01,1.0
s5101,2017,2017-12-31,0.0
s5102,2017,2017-12-31,0.0
s5103,2016,2017-12-30,1.0
s5104,2017,2017-12-29,0.0
s5105,2017,2017-12-29,0.0
s5106,2015,2017-12-29,2.0
s5107,2017,2017-12-27,0.0
s5108,2017,2017-12-26,0.0
s5109,2017,2017-12-26,0.0
s5110,2017,2017-12-25,0.0
s5111,2017,2017-12-23,0.0
s5112,2017,2017-12-23,0.0
s5113,2017,2017-12-22,0.0
s5114,2017,2017-12-22,0.0
s5115,2017,2017-12-21,0.0
s5116,2017,2017-12-20,0.0
s5117,2016,2017-12-20,1.0
s5118,2017,2017-12-19,0.0
s5119,2017,2017-12-19,0.0
s5120,2017,2017-12-18,0.0
s5121,2015,2017-12-15,2.0
s5122,2017,2017-12-15,0.0
s5123,2017,2017-12-15,0.0
s5124,2017,2017-12-15,0.0
s5125,2015,2017-12-15,2.0
s5126,2017,2017-12-15,0.0
s5127,2017,2017-12-14,0.0
s5128,2017,2017-12-12,0.0
s5129,2016,2017-12-11,1.0
s5130,2017,2017-12-08,0.0
s5131,1986,2017-12-08,31.0
s5132,1991,2017-12-08,26.0
s5133,2006,2017-12-07,11.0
s5134,2017,2017-12-06,0.0
s5135,2017,2017-12-05,0.0
s5136,2017,2017-12-02,0.0
s5137,2017,2017-12-02,0.0
s5138,2017,2017-12-01,0.0
s5139,2017,2017-12-01,0.0
s5140,2015,2017-12-01,2.0
s5141,2017,2017-12-01,0.0
s5142,2017,2017-12-01,0.0
s5143,2017,2017-12-01,0.0
s5144,2017,2017-12-01,0.0
s5145,2017,2017-12-01,0.0
s5146,2015,2017-12-01,2.0
s5147,2016,2017-12-01,1.0
s5148,2017,2017-12-01,0.0
s5149,2017,2017-12-01,0.0
s5150,2017,2017-11-30,0.0
s5151,2017,2017-11-27,0.0
s5152,2017,2017-11-27,0.0
s5153,2017,2017-11-24,0.0
s5154,2016,2017-11-24,1.0
s5155,2017,2017-11-24,0.0
s5156,2017,2017-11-24,0.0
s5157,2017,2017-11-23,0.0
s5158,2017,2017-11-22,0.0
s5159,2017,2017-11-22,0.0
s5160,2017,2017-11-22,0.0
s5161,2017,2017-11-21,0.0
s5162,2017,2017-11-21,0.0
s5163,2017,2017-11-21,0.0
s5164,2017,2017-11-17,0.0
s5165,2017,2017-11-17,0.0
s5166,2017,2017-11-17,0.0
s5167,2017,2017-11-17,0.0
s5168,2017,2017-11-17,0.0
s5169,2017,2017-11-17,0.0
s5170,2014,2017-11-15,3.0
s5171,2015,2017-11-15,2.0
s5172,2017,2017-11-14,0.0
s5173,2017,2017-11-11,0.0
s5174,2017,2017-11-10,0.0
s5175,2017,2017-11-10,0.0
s5176,2017,2017-11-10,0.0
s5177,2017,2017-11-10,0.0
s5178,2017,2017-11-10,0.0
s5179,2017,2017-11-07,0.0
s5180,2002,2017-11-07,15.0
s5181,2017,2017-11-07,0.0
s5182,2016,2017-11-07,1.0
s5183,2017,2017-11-06,0.0
s5184,2017,2017-11-05,0.0
s5185,2015,2017-11-03,2.0
s5186,2017,2017-11-03,0.0
s5187,1978,2017-11-01,39.0
s5188,2016,2017-11-01,1.0
s5189,2016,2017-11-01,1.0
s5190,2016,2017-11-01,1.0
s5191,2017,2017-11-01,0.0
s5192,2010,2017-11-01,7.0
s5193,2007,2017-11-01,10.0
s5194,2009,2017-11-01,8.0
s5195,2008,2017-11-01,9.0
s5196,2009,2017-11-01,8.0
s5197,2017,2017-10-31,0.0
s5198,2016,2017-10-31,1.0
s5199,2017,2017-10-30,0.0
s5200,2017,2017-10-28,0.0
s5201,2017,2017-10-27,0.0
s5202,2017,2017-10-27,0.0
s5203,2016,2017-10-26,1.0
s5204,2015,2017-10-25,2.0
s5205,2017,2017-10-24,0.0
s5206,2017,2017-10-24,0.0
s5207,2017,2017-10-24,0.0
s5208,2017,2017-10-20,0.0
s5209,2017,2017-10-20,0.0
s5210,2017,2017-10-20,0.0
s5211,2017,2017-10-20,0.0
s5212,2017,2017-10-20,0.0
s5213,2017,2017-10-19,0.0
s5214,2017,2017-10-17,0.0
s5215,2017,2017-10-16,0.0
s5216,2016,2017-10-16,1.0
s5217,2012,2017-10-16,5.0
s5218,2017,2017-10-16,0.0
s5219,2015,2017-10-15,2.0
s5220,2017,2017-10-15,0.0
s5221,1960,2017-10-15,57.0
s5222,2015,2017-10-15,2.0
s5223,2016,2017-10-13,1.0
s5224,2016,2017-10-13,1.0
s5225,2017,2017-10-13,0.0
s5226,2017,2017-10-13,0.0
s5227,2017,2017-10-13,0.0
s5228,2017,2017-10-13,0.0
s5229,2016,2017-10-12,1.0
s5230,2017,2017-10-12,0.0
s5231,2017,2017-10-10,0.0
s5232,2017,2017-10-06,0.0
s5233,2017,2017-10-06,0.0
s5234,2017,2017-10-06,0.0
s5235,2017,2017-10-03,0.0
s5236,2012,2017-10-01,5.0
s5237,2016,2017-10-01,1.0
s5238,2017,2017-10-01,0.0
s5239,2017,2017-10-01,0.0
s5240,2016,2017-10-01,1.0
s5241,2017,2017-10-01,0.0
s5242,2016,2017-10-01,1.0
s5243,2012,2017-10-01,5.0
s5244,2016,2017-10-01,1.0
s5245,2004,2017-10-01,13.0
s5246,2000,2017-10-01,17.0
s5247,2013,2017-10-01,4.0
s5248,2009,2017-10-01,8.0
s5249,2016,2017-10-01,1.0
s5250,2017,2017-10-01,0.0
s5251,2017,2017-10-01,0.0
s5252,2017,2017-09-30,0.0
s5253,2017,2017-09-29,0.0
s5254,2017,2017-09-29,0.0
s5255,2015,2017-09-29,2.0
s5256,2017,2017-09-29,0.0
s5257,2017,2017-09-29,0.0
s5258,2017,2017-09-29,0.0
s5259,2017,2017-09-29,0.0
s5260,2014,2017-09-29,3.0
s5261,2015,2017-09-27,2.0
s5262,2017,2017-09-26,0.0
s5263,2017,2017-09-26,0.0
s5264,2017,2017-09-25,0.0
s5265,2014,2017-09-24,3.0
s5266,2017,2017-09-24,0.0
s5267,2017,2017-09-22,0.0
s5268,2016,2017-09-22,1.0
s5269,2017,2017-09-19,0.0
s5270,2017,2017-09-18,0.0
s5271,2017,2017-09-15,0.0
s5272,2017,2017-09-15,0.0
s5273,2017,2017-09-15,0.0
s5274,2017,2017-09-13,0.0
s5275,2017,2017-09-13,0.0
s5276,2017,2017-09-12,0.0
s5277,2017,2017-09-12,0.0
s5278,2017,2017-09-08,0.0
s5279,2016,2017-09-08,1.0
s5280,2017,2017-09-08,0.0
s5281,2017,2017-09-08,0.0
s5282,2017,2017-09-08,0.0
s5283,2016,2017-09-05,1.0
s5284,2017,2017-09-05,0.0
s5285,2016,2017-09-05,1.0
s5286,2017,2017-09-05,0.0
s5287,2016,2017-09-04,1.0
s5288,2016,2017-09-04,1.0
s5289,2017,2017-09-01,0.0
s5290,2017,2017-09-01,0.0
s5291,1988,2017-09-01,29.0
s5292,2017,2017-09-01,0.0
s5293,2012,2017-09-01,5.0
s5294,2013,2017-09-01,4.0
s5295,2006,2017-09-01,11.0
s5296,1976,2017-09-01,41.0
s5297,1983,2017-09-01,34.0
s5298,2017,2017-09-01,0.0
s5299,2007,2017-09-01,10.0
s5300,1988,2017-09-01,29.0
s5301,1973,2017-09-01,44.0
s5302,2017,2017-09-01,0.0
s5303,2017,2017-09-01,0.0
s5304,1974,2017-09-01,43.0
s5305,1989,2017-09-01,28.0
s5306,2017,2017-09-01,0.0
s5307,2016,2017-09-01,1.0
s5308,2017,2017-09-01,0.0
s5309,2016,2017-09-01,1.0
s5310,1984,2017-09-01,33.0
s5311,2016,2017-09-01,1.0
s5312,2016,2017-09-01,1.0
s5313,2016,2017-09-01,1.0
s5314,2017,2017-09-01,0.0
s5315,2016,2017-09-01,1.0
s5316,2017,2017-08-29,0.0
s5317,2016,2017-08-26,1.0
s5318,2017,2017-08-25,0.0
s5319,2017,2017-08-25,0.0
s5320,2017,2017-08-22,0.0
s5321,2017,2017-08-18,0.0
s5322,2017,2017-08-18,0.0
s5323,2011,2017-08-18,6.0
s5324,2017,2017-08-18,0.0
s5325,2013,2017-08-15,4.0
s5326,2017,2017-08-15,0.0
s5327,2015,2017-08-15,2.0
s5328,2017,2017-08-15,0.0
s5329,2017,2017-08-14,0.0
s5330,2017,2017-08-12,0.0
s5331,2015,2017-08-12,2.0
s5332,2017,2017-08-11,0.0
s5333,2015,2017-08-10,2.0
s5334,2017,2017-08-10,0.0
s5335,2017,2017-08-07,0.0
s5336,2017,2017-08-07,0.0
s5337,2017,2017-08-07,0.0
s5338,2015,2017-08-07,2.0
s5339,2015,2017-08-07,2.0
s5340,2015,2017-08-07,2.0
s5341,2015,2017-08-06,2.0
s5342,2016,2017-08-05,1.0
s5343,2017,2017-08-04,0.0
s5344,2017,2017-08-04,0.0
s5345,2017,2017-08-04,0.0
s5346,2017,2017-08-04,0.0
s5347,2017,2017-08-03,0.0
s5348,2011,2017-08-01,6.0
s5349,2016,2017-08-01,1.0
s5350,2014,2017-08-01,3.0
s5351,2015,2017-08-01,2.0
s5352,2016,2017-08-01,1.0
s5353,2016,2017-08-01,1.0
s5354,2016,2017-08-01,1.0
s5355,2016,2017-08-01,1.0
s5356,2014,2017-08-01,3.0
s5357,2016,2017-08-01,1.0
s5358,2017,2017-08-01,0.0
s5359,2016,2017-08-01,1.0
s5360,2016,2017-08-01,1.0
s5361,2017,2017-08-01,0.0
s5362,2016,2017-08-01,1.0
s5363,2011,2017-08-01,6.0
s5364,2013,2017-08-01,4.0
s5365,2015,2017-08-01,2.0
s5366,2012,2017-08-01,5.0
s5367,2009,2017-08-01,8.0
s5368,2017,2017-07-28,0.0
s5369,2017,2017-07-28,0.0
s5370,2017,2017-07-25,0.0
s5371,2016,2017-07-24,1.0
s5372,2017,2017-07-18,0.0
s5373,2017,2017-07-18,0.0
s5374,2017,2017-07-17,0.0
s5375,2017,2017-07-15,0.0
s5376,2017,2017-07-14,0.0
s5377,2017,2017-07-14,0.0
s5378,2017,2017-07-14,0.0
s5379,2014,2017-07-13,3.0
s5380,2014,2017-07-13,3.0
s5381,2017,2017-07-07,0.0
s5382,2017,2017-07-07,0.0
s5383,2015,2017-07-07,2.0
s5384,2012,2017-07-07,5.0
s5385,2012,2017-07-07,5.0
s5386,2017,2017-07-07,0.0
s5387,2008,2017-07-07,9.0
s5388,2012,2017-07-01,5.0
s5389,2016,2017-07-01,1.0
s5390,2011,2017-07-01,6.0
s5391,2014,2017-07-01,3.0
s5392,1966,2017-07-01,51.0
s5393,2012,2017-07-01,5.0
s5394,2010,2017-07-01,7.0
s5395,2018,2017-07-01,-1.0
s5396,2016,2017-07-01,1.0
s5397,1971,2017-07-01,46.0
s5398,2015,2017-07-01,2.0
s5399,2013,2017-07-01,4.0
s5400,2014,2017-07-01,3.0
s5401,1962,2017-07-01,55.0
s5402,2014,2017-07-01,3.0
s5403,2016,2017-07-01,1.0
s5404,2011,2017-07-01,6.0
s5405,2016,2017-07-01,1.0
s5406,2009,2017-07-01,8.0
s5407,2012,2017-07-01,5.0
s5408,2014,2017-07-01,3.0
s5409,1994,2017-07-01,23.0
s5410,2014,2017-07-01,3.0
s5411,2012,2017-07-01,5.0
s5412,2016,2017-07-01,1.0
s5413,2017,2017-06-30,0.0
s5414,2017,2017-06-30,0.0
s5415,2017,2017-06-30,0.0
s5416,2017,2017-06-28,0.0
s5417,2017,2017-06-27,0.0
s5418,2015,2017-06-26,2.0
s5419,2017,2017-06-23,0.0
s5420,2017,2017-06-23,0.0
s5421,2016,2017-06-21,1.0
s5422,2017,2017-06-21,0.0
s5423,2014,2017-06-20,3.0
s5424,2017,2017-06-20,0.0
s5425,2017,2017-06-20,0.0
s5426,2016,2017-06-16,1.0
s5427,2017,2017-06-16,0.0
s5428,2017,2017-06-16,0.0
s5429,2017,2017-06-16,0.0
s5430,2017,2017-06-15,0.0
s5431,2017,2017-06-15,0.0
s5432,2017,2017-06-15,0.0
s5433,2017,2017-06-13,0.0
s5434,2016,2017-06-10,1.0
s5435,2016,2017-06-10,1.0
s5436,2017,2017-06-10,0.0
s5437,2016,2017-06-10,1.0
s5438,2015,2017-06-10,2.0
s5439,2016,2017-06-10,1.0
s5440,2017,2017-06-09,0.0
s5441,2017,2017-06-09,0.0
s5442,2017,2017-06-05,0.0
s5443,2016,2017-06-03,1.0
s5444,2016,2017-06-02,1.0
s5445,2016,2017-06-02,1.0
s5446,2017,2017-06-02,0.0
s5447,2017,2017-06-02,0.0
s5448,1993,2017-06-01,24.0
s5449,2017,2017-06-01,0.0
s5450,2016,2017-06-01,1.0
s5451,2017,2017-06-01,0.0
s5452,2017,2017-06-01,0.0
s5453,2015,2017-06-01,2.0
s5454,2016,2017-06-01,1.0
s5455,2017,2017-06-01,0.0
s5456,1993,2017-06-01,24.0
s5457,2017,2017-06-01,0.0
s5458,2015,2017-06-01,2.0
s5459,2016,2017-06-01,1.0
s5460,2015,2017-06-01,2.0
s5461,1995,2017-06-01,22.0
s5462,1969,2017-06-01,48.0
s5463,1998,2017-06-01,19.0
s5464,2016,2017-06-01,1.0
s5465,2016,2017-06-01,1.0
s5466,2016,2017-06-01,1.0
s5467,2017,2017-06-01,0.0
s5468,2011,2017-05-31,6.0
s5469,2017,2017-05-30,0.0
s5470,2017,2017-05-29,0.0
s5471,2017,2017-05-26,0.0
s5472,2017,2017-05-26,0.0
s5473,2017,2017-05-26,0.0
s5474,2017,2017-05-26,0.0
s5475,2016,2017-05-23,1.0
s5476,2017,2017-05-23,0.0
s5477,2017,2017-05-19,0.0
s5478,2017,2017-05-19,0.0
s5479,2017,2017-05-19,0.0
s5480,2017,2017-05-19,0.0
s5481,2017,2017-05-16,0.0
s5482,1992,2017-05-15,25.0
s5483,1994,2017-05-15,23.0
s5484,2016,2017-05-15,1.0
s5485,2010,2017-05-15,7.0
s5486,1995,2017-05-15,22.0
s5487,2016,2017-05-15,1.0
s5488,2016,2017-05-13,1.0
s5489,2017,2017-05-12,0.0
s5490,2017,2017-05-12,0.0
s5491,2017,2017-05-12,0.0
s5492,2017,2017-05-12,0.0
s5493,2017,2017-05-09,0.0
s5494,2017,2017-05-05,0.0
s5495,2017,2017-05-05,0.0
s5496,2017,2017-05-05,0.0
s5497,2017,2017-05-05,0.0
s5498,2017,2017-05-02,0.0
s5499,2016,2017-05-01,1.0
s5500,1996,2017-05-01,21.0
s5501,1996,2017-05-01,21.0
s5502,2016,2017-05-01,1.0
s5503,2016,2017-05-01,1.0
s5504,2017,2017-05-01,0.0
s5505,2017,2017-05-01,0.0
s5506,2015,2017-05-01,2.0
s5507,2016,2017-05-01,1.0
s5508,2016,2017-05-01,1.0
s5509,2017,2017-04-28,0.0
